participante_id;pg1_id;uds_pg1;fecha_resultado
18;2;50;2021-01-08
18;1;27;2021-01-09
18;2;10;2021-01-10
18;1;10;2021-01-12
19;2;44;2021-01-06
19;1;64;2021-01-08
19;2;25;2021-01-09
19;2;30;2021-01-10
19;1;64;2021-01-12
20;2;49;2021-01-06
20;2;13;2021-01-08
20;1;43;2021-01-09
20;1;100;2021-01-10
20;2;23;2021-01-12
21;2;52;2021-01-06
21;1;43;2021-01-08
21;1;36;2021-01-09
21;2;31;2021-01-10
21;1;92;2021-01-12
22;2;47;2021-01-06
22;2;31;2021-01-08
22;2;39;2021-01-09
22;1;50;2021-01-10
22;2;94;2021-01-12
23;2;84;2021-01-06
23;1;23;2021-01-08
23;2;11;2021-01-09
23;2;55;2021-01-10
23;2;83;2021-01-12
24;1;28;2021-01-06
24;1;59;2021-01-08
24;2;57;2021-01-09
24;1;39;2021-01-10
24;2;6;2021-01-12
25;1;55;2021-01-06
25;1;57;2021-01-08
25;1;14;2021-01-09
25;2;71;2021-01-10
25;2;77;2021-01-12
26;1;44;2021-01-06
26;1;96;2021-01-08
26;2;47;2021-01-09
26;2;38;2021-01-10
26;2;61;2021-01-12
27;1;21;2021-01-06
27;1;62;2021-01-08
27;1;38;2021-01-09
27;1;75;2021-01-10
27;1;71;2021-01-12
28;1;99;2021-01-06
28;2;92;2021-01-08
28;1;79;2021-01-09
28;2;47;2021-01-10
28;2;8;2021-01-12
29;1;17;2021-01-06
29;2;64;2021-01-08
29;2;88;2021-01-09
29;1;45;2021-01-10
29;1;96;2021-01-12
30;1;87;2021-01-06
30;1;31;2021-01-08
30;2;32;2021-01-09
30;1;99;2021-01-10
30;2;96;2021-01-12
31;1;77;2021-01-06
31;1;87;2021-01-08
31;1;73;2021-01-09
31;2;36;2021-01-10
31;1;60;2021-01-12
32;1;76;2021-01-06
32;1;83;2021-01-08
32;2;86;2021-01-09
32;1;75;2021-01-10
32;1;41;2021-01-12
33;1;79;2021-01-06
33;2;12;2021-01-08
33;1;87;2021-01-09
33;1;82;2021-01-10
33;1;94;2021-01-12
34;2;87;2021-01-06
34;2;20;2021-01-08
34;1;78;2021-01-09
34;2;96;2021-01-10
34;1;20;2021-01-12
35;1;4;2021-01-06
35;2;63;2021-01-08
35;2;1;2021-01-09
35;2;53;2021-01-10
35;1;71;2021-01-12
36;1;79;2021-01-06
36;2;31;2021-01-08
36;1;59;2021-01-09
36;2;100;2021-01-10
36;1;18;2021-01-12
37;2;88;2021-01-06
37;2;90;2021-01-08
37;1;65;2021-01-09
37;1;31;2021-01-10
37;2;85;2021-01-12
38;1;35;2021-01-06
38;1;100;2021-01-08
38;2;43;2021-01-09
38;1;35;2021-01-10
38;1;21;2021-01-12
39;2;50;2021-01-06
39;1;99;2021-01-08
39;1;54;2021-01-09
39;2;51;2021-01-10
39;1;67;2021-01-12
40;1;58;2021-01-06
40;2;56;2021-01-08
40;1;39;2021-01-09
40;2;69;2021-01-10
40;1;28;2021-01-12
41;1;39;2021-01-06
41;2;3;2021-01-08
41;1;9;2021-01-09
41;1;84;2021-01-10
41;2;11;2021-01-12
42;2;97;2021-01-06
42;2;28;2021-01-08
42;2;55;2021-01-09
42;2;75;2021-01-10
42;1;70;2021-01-12
43;2;54;2021-01-06
43;2;32;2021-01-08
43;2;3;2021-01-09
43;1;56;2021-01-10
43;2;77;2021-01-12
44;2;83;2021-01-06
44;1;21;2021-01-08
44;2;36;2021-01-09
44;1;29;2021-01-10
44;1;48;2021-01-12
45;2;54;2021-01-06
45;2;2;2021-01-08
45;1;8;2021-01-09
45;1;70;2021-01-10
45;1;87;2021-01-12
46;2;48;2021-01-06
46;2;7;2021-01-08
46;2;73;2021-01-09
46;1;67;2021-01-10
46;1;58;2021-01-12
47;1;84;2021-01-06
47;1;4;2021-01-08
47;1;15;2021-01-09
47;2;42;2021-01-10
47;2;75;2021-01-12
48;1;75;2021-01-06
48;2;49;2021-01-08
48;2;18;2021-01-09
48;2;2;2021-01-10
48;1;62;2021-01-12
49;2;58;2021-01-06
49;1;4;2021-01-08
49;1;47;2021-01-09
49;2;99;2021-01-10
49;1;40;2021-01-12
50;1;32;2021-01-06
50;2;45;2021-01-08
50;2;15;2021-01-09
50;2;55;2021-01-10
50;1;64;2021-01-12
51;1;82;2021-01-06
51;2;71;2021-01-08
51;2;39;2021-01-09
51;1;47;2021-01-10
51;2;84;2021-01-12
52;1;78;2021-01-06
52;2;79;2021-01-08
52;1;23;2021-01-09
52;2;17;2021-01-10
52;1;77;2021-01-12
53;1;23;2021-01-06
53;2;54;2021-01-08
53;2;68;2021-01-09
53;1;71;2021-01-10
53;1;100;2021-01-12
54;2;42;2021-01-06
54;1;75;2021-01-08
54;1;35;2021-01-09
54;2;94;2021-01-10
54;1;46;2021-01-12
55;1;75;2021-01-06
55;2;32;2021-01-08
55;1;10;2021-01-09
55;2;1;2021-01-10
55;2;46;2021-01-12
56;1;73;2021-01-06
56;2;82;2021-01-08
56;1;96;2021-01-09
56;1;82;2021-01-10
56;1;24;2021-01-12
57;1;81;2021-01-06
57;2;54;2021-01-08
57;1;38;2021-01-09
57;2;41;2021-01-10
57;1;88;2021-01-12
58;1;45;2021-01-06
58;2;71;2021-01-08
58;2;94;2021-01-09
58;2;25;2021-01-10
58;2;69;2021-01-12
59;1;82;2021-01-06
59;1;50;2021-01-08
59;1;39;2021-01-09
59;1;95;2021-01-10
59;1;47;2021-01-12
60;2;19;2021-01-06
60;1;58;2021-01-08
60;1;80;2021-01-09
60;2;55;2021-01-10
60;1;91;2021-01-12
61;1;77;2021-01-06
61;1;58;2021-01-08
61;2;87;2021-01-09
61;1;11;2021-01-10
61;1;1;2021-01-12
62;2;22;2021-01-06
62;1;26;2021-01-08
62;2;83;2021-01-09
62;2;29;2021-01-10
62;2;3;2021-01-12
63;2;47;2021-01-06
63;2;36;2021-01-08
63;1;1;2021-01-09
63;2;8;2021-01-10
63;2;65;2021-01-12
64;1;4;2021-01-06
64;1;95;2021-01-08
64;2;12;2021-01-09
64;2;49;2021-01-10
64;2;8;2021-01-12
65;2;100;2021-01-06
65;1;44;2021-01-08
65;1;66;2021-01-09
65;2;98;2021-01-10
65;1;57;2021-01-12
66;1;10;2021-01-06
66;2;85;2021-01-08
66;1;84;2021-01-09
66;2;84;2021-01-10
66;2;17;2021-01-12
67;2;80;2021-01-06
67;1;58;2021-01-08
67;1;61;2021-01-09
67;2;87;2021-01-10
67;2;60;2021-01-12
68;2;24;2021-01-06
68;1;43;2021-01-08
68;1;77;2021-01-09
68;2;61;2021-01-10
68;2;55;2021-01-12
69;1;90;2021-01-06
69;2;53;2021-01-08
69;1;14;2021-01-09
69;2;51;2021-01-10
69;1;34;2021-01-12
70;1;16;2021-01-06
70;2;62;2021-01-08
70;1;5;2021-01-09
70;2;76;2021-01-10
70;1;14;2021-01-12
71;2;57;2021-01-06
71;1;1;2021-01-08
71;2;10;2021-01-09
71;1;49;2021-01-10
71;2;77;2021-01-12
72;2;22;2021-01-06
72;1;27;2021-01-08
72;2;8;2021-01-09
72;2;3;2021-01-10
72;1;13;2021-01-12
73;1;31;2021-01-06
73;2;94;2021-01-08
73;2;96;2021-01-09
73;1;91;2021-01-10
73;1;54;2021-01-12
74;1;59;2021-01-06
74;2;73;2021-01-08
74;2;24;2021-01-09
74;2;15;2021-01-10
74;1;45;2021-01-12
75;2;2;2021-01-06
75;2;10;2021-01-08
75;2;43;2021-01-09
75;1;67;2021-01-10
75;1;41;2021-01-12
76;1;88;2021-01-06
76;2;1;2021-01-08
76;2;93;2021-01-09
76;1;39;2021-01-10
76;1;28;2021-01-12
77;2;41;2021-01-06
77;2;73;2021-01-08
77;1;20;2021-01-09
77;1;92;2021-01-10
77;1;18;2021-01-12
78;1;22;2021-01-06
78;2;6;2021-01-08
78;1;42;2021-01-09
78;1;81;2021-01-10
78;2;13;2021-01-12
79;1;29;2021-01-06
79;2;22;2021-01-08
79;1;2;2021-01-09
79;1;79;2021-01-10
79;1;40;2021-01-12
80;2;8;2021-01-06
80;1;86;2021-01-08
80;1;31;2021-01-09
80;2;58;2021-01-10
80;2;5;2021-01-12
81;1;2;2021-01-06
81;2;51;2021-01-08
81;1;3;2021-01-09
81;1;64;2021-01-10
81;1;5;2021-01-12
82;2;67;2021-01-06
82;1;68;2021-01-08
82;1;29;2021-01-09
82;1;63;2021-01-10
82;2;4;2021-01-12
83;2;98;2021-01-06
83;2;43;2021-01-08
83;2;55;2021-01-09
83;2;2;2021-01-10
83;1;60;2021-01-12
84;1;85;2021-01-06
84;1;47;2021-01-08
84;1;44;2021-01-09
84;1;31;2021-01-10
84;2;66;2021-01-12
85;1;82;2021-01-06
85;1;86;2021-01-08
85;1;6;2021-01-09
85;2;91;2021-01-10
85;2;70;2021-01-12
86;2;44;2021-01-06
86;1;85;2021-01-08
86;1;90;2021-01-09
86;2;1;2021-01-10
86;1;8;2021-01-12
87;2;100;2021-01-06
87;1;10;2021-01-08
87;1;75;2021-01-09
87;1;22;2021-01-10
87;2;20;2021-01-12
88;2;70;2021-01-06
88;1;82;2021-01-08
88;2;60;2021-01-09
88;1;18;2021-01-10
88;1;69;2021-01-12
89;1;13;2021-01-06
89;1;70;2021-01-08
89;1;41;2021-01-09
89;2;7;2021-01-10
89;1;43;2021-01-12
90;2;74;2021-01-06
90;1;15;2021-01-08
90;1;1;2021-01-09
90;2;47;2021-01-10
90;2;34;2021-01-12
91;1;78;2021-01-06
91;2;24;2021-01-08
91;1;70;2021-01-09
91;2;10;2021-01-10
91;1;19;2021-01-12
92;2;62;2021-01-06
92;2;66;2021-01-08
92;1;70;2021-01-09
92;2;82;2021-01-10
92;1;84;2021-01-12
93;1;18;2021-01-06
93;1;23;2021-01-08
93;2;87;2021-01-09
93;1;19;2021-01-10
93;1;100;2021-01-12
94;2;83;2021-01-06
94;2;22;2021-01-08
94;1;88;2021-01-09
94;2;55;2021-01-10
94;2;29;2021-01-12
95;2;100;2021-01-06
95;1;15;2021-01-08
95;2;63;2021-01-09
95;2;45;2021-01-10
95;2;65;2021-01-12
96;2;71;2021-01-06
96;1;49;2021-01-08
96;2;36;2021-01-09
96;1;84;2021-01-10
96;2;42;2021-01-12
97;2;91;2021-01-06
97;1;24;2021-01-08
97;2;27;2021-01-09
97;2;66;2021-01-10
97;1;91;2021-01-12
98;2;3;2021-01-06
98;1;2;2021-01-08
98;1;69;2021-01-09
98;1;7;2021-01-10
98;1;34;2021-01-12
99;1;49;2021-01-06
99;1;22;2021-01-08
99;1;15;2021-01-09
99;1;65;2021-01-10
99;1;91;2021-01-12
100;1;46;2021-01-06
100;1;33;2021-01-08
100;1;86;2021-01-09
100;2;81;2021-01-10
100;1;54;2021-01-12
101;2;10;2021-01-06
101;1;39;2021-01-08
101;2;72;2021-01-09
101;1;8;2021-01-10
101;1;4;2021-01-12
102;1;80;2021-01-06
102;1;52;2021-01-08
102;1;32;2021-01-09
102;1;30;2021-01-10
102;2;15;2021-01-12
103;2;58;2021-01-06
103;1;68;2021-01-08
103;2;7;2021-01-09
103;2;51;2021-01-10
103;2;73;2021-01-12
104;2;46;2021-01-06
104;1;92;2021-01-08
104;1;72;2021-01-09
104;2;9;2021-01-10
104;1;40;2021-01-12
105;1;99;2021-01-06
105;2;79;2021-01-08
105;2;80;2021-01-09
105;2;48;2021-01-10
105;1;66;2021-01-12
106;1;96;2021-01-06
106;1;57;2021-01-08
106;2;49;2021-01-09
106;1;99;2021-01-10
106;2;39;2021-01-12
107;1;2;2021-01-06
107;2;87;2021-01-08
107;1;27;2021-01-09
107;1;40;2021-01-10
107;1;40;2021-01-12
108;1;41;2021-01-06
108;2;98;2021-01-08
108;1;94;2021-01-09
108;2;25;2021-01-10
108;2;59;2021-01-12
109;2;75;2021-01-06
109;1;41;2021-01-08
109;1;3;2021-01-09
109;2;18;2021-01-10
109;1;66;2021-01-12
110;2;36;2021-01-06
110;1;46;2021-01-08
110;2;39;2021-01-09
110;2;79;2021-01-10
110;1;40;2021-01-12
111;1;4;2021-01-06
111;2;79;2021-01-08
111;2;2;2021-01-09
111;2;98;2021-01-10
111;1;94;2021-01-12
112;2;92;2021-01-06
112;2;53;2021-01-08
112;1;34;2021-01-09
112;1;44;2021-01-10
112;2;70;2021-01-12
113;2;7;2021-01-06
113;1;73;2021-01-08
113;2;83;2021-01-09
113;2;91;2021-01-10
113;1;83;2021-01-12
114;2;4;2021-01-06
114;2;29;2021-01-08
114;2;57;2021-01-09
114;2;91;2021-01-10
114;2;58;2021-01-12
115;2;8;2021-01-06
115;1;82;2021-01-08
115;1;39;2021-01-09
115;1;17;2021-01-10
115;1;72;2021-01-12
116;1;50;2021-01-06
116;2;17;2021-01-08
116;1;42;2021-01-09
116;2;81;2021-01-10
116;2;31;2021-01-12
117;2;26;2021-01-06
117;1;46;2021-01-08
117;1;99;2021-01-09
117;1;10;2021-01-10
117;1;65;2021-01-12
118;2;43;2021-01-06
118;2;14;2021-01-08
118;1;78;2021-01-09
118;2;92;2021-01-10
118;1;62;2021-01-12
119;1;81;2021-01-06
119;1;53;2021-01-08
119;2;48;2021-01-09
119;2;59;2021-01-10
119;1;88;2021-01-12
120;1;33;2021-01-06
120;1;68;2021-01-08
120;1;31;2021-01-09
120;1;74;2021-01-10
120;2;51;2021-01-12
121;1;11;2021-01-06
121;1;73;2021-01-08
121;2;32;2021-01-09
121;2;70;2021-01-10
121;2;38;2021-01-12
122;1;21;2021-01-06
122;2;33;2021-01-08
122;1;94;2021-01-09
122;1;41;2021-01-10
122;2;60;2021-01-12
123;2;96;2021-01-06
123;2;6;2021-01-08
123;2;90;2021-01-09
123;1;51;2021-01-10
123;1;30;2021-01-12
124;2;71;2021-01-06
124;2;42;2021-01-08
124;2;95;2021-01-09
124;2;11;2021-01-10
124;1;16;2021-01-12
125;2;89;2021-01-06
125;2;77;2021-01-08
125;1;4;2021-01-09
125;1;44;2021-01-10
125;2;39;2021-01-12
126;1;85;2021-01-06
126;2;9;2021-01-08
126;1;49;2021-01-09
126;2;7;2021-01-10
126;1;6;2021-01-12
127;1;4;2021-01-06
127;2;74;2021-01-08
127;2;100;2021-01-09
127;2;35;2021-01-10
127;1;24;2021-01-12
128;2;78;2021-01-06
128;2;65;2021-01-08
128;2;99;2021-01-09
128;2;18;2021-01-10
128;2;68;2021-01-12
129;1;19;2021-01-06
129;1;32;2021-01-08
129;1;63;2021-01-09
129;2;32;2021-01-10
129;2;33;2021-01-12
130;2;90;2021-01-06
130;2;23;2021-01-08
130;2;16;2021-01-09
130;2;44;2021-01-10
130;1;38;2021-01-12
131;1;58;2021-01-06
131;1;97;2021-01-08
131;2;57;2021-01-09
131;1;77;2021-01-10
131;1;50;2021-01-12
132;1;37;2021-01-06
132;2;70;2021-01-08
132;1;51;2021-01-09
132;1;90;2021-01-10
132;1;14;2021-01-12
133;2;5;2021-01-06
133;2;78;2021-01-08
133;2;45;2021-01-09
133;1;74;2021-01-10
133;1;47;2021-01-12
134;1;5;2021-01-06
134;2;3;2021-01-08
134;1;51;2021-01-09
134;1;18;2021-01-10
134;1;27;2021-01-12
135;2;96;2021-01-06
135;1;8;2021-01-08
135;2;12;2021-01-09
135;2;3;2021-01-10
135;1;92;2021-01-12
136;2;50;2021-01-06
136;2;25;2021-01-08
136;2;44;2021-01-09
136;2;56;2021-01-10
136;1;18;2021-01-12
137;2;42;2021-01-06
137;2;14;2021-01-08
137;2;7;2021-01-09
137;1;39;2021-01-10
137;1;7;2021-01-12
138;2;93;2021-01-06
138;1;72;2021-01-08
138;2;38;2021-01-09
138;1;24;2021-01-10
138;2;41;2021-01-12
139;2;79;2021-01-06
139;1;51;2021-01-08
139;1;18;2021-01-09
139;1;97;2021-01-10
139;2;98;2021-01-12
140;2;69;2021-01-06
140;1;72;2021-01-08
140;2;96;2021-01-09
140;2;69;2021-01-10
140;2;49;2021-01-12
141;2;90;2021-01-06
141;2;72;2021-01-08
141;1;76;2021-01-09
141;1;67;2021-01-10
141;1;88;2021-01-12
142;1;46;2021-01-06
142;1;92;2021-01-08
142;2;16;2021-01-09
142;1;51;2021-01-10
142;1;34;2021-01-12
143;2;67;2021-01-06
143;2;14;2021-01-08
143;2;38;2021-01-09
143;1;62;2021-01-10
143;2;23;2021-01-12
144;2;17;2021-01-06
144;2;90;2021-01-08
144;1;84;2021-01-09
144;1;61;2021-01-10
144;1;88;2021-01-12
145;1;50;2021-01-06
145;2;27;2021-01-08
145;2;90;2021-01-09
145;1;35;2021-01-10
145;2;77;2021-01-12
146;1;3;2021-01-06
146;1;33;2021-01-08
146;2;26;2021-01-09
146;1;80;2021-01-10
146;1;37;2021-01-12
147;1;9;2021-01-06
147;1;69;2021-01-08
147;1;89;2021-01-09
147;1;83;2021-01-10
147;1;13;2021-01-12
148;1;59;2021-01-06
148;2;40;2021-01-08
148;2;3;2021-01-09
148;2;81;2021-01-10
148;1;92;2021-01-12
149;1;33;2021-01-06
149;2;70;2021-01-08
149;2;90;2021-01-09
149;2;88;2021-01-10
149;2;19;2021-01-12
150;2;23;2021-01-06
150;2;2;2021-01-08
150;2;52;2021-01-09
150;1;90;2021-01-10
150;1;38;2021-01-12
