participante_id;pg1_id;uds_pg1;fecha_resultado
35;5;45;2021-01-12
36;6;56;2021-01-06
36;6;90;2021-01-08
36;6;40;2021-01-09
36;5;18;2021-01-10
36;5;15;2021-01-12
37;6;72;2021-01-06
37;5;53;2021-01-08
37;5;60;2021-01-09
37;5;96;2021-01-10
37;5;10;2021-01-12
38;6;21;2021-01-06
38;6;75;2021-01-08
38;6;24;2021-01-09
38;5;32;2021-01-10
38;6;87;2021-01-12
39;5;9;2021-01-06
39;5;1;2021-01-08
39;6;78;2021-01-09
39;5;74;2021-01-10
39;6;9;2021-01-12
40;5;54;2021-01-06
40;6;66;2021-01-08
40;6;67;2021-01-09
40;6;14;2021-01-10
40;5;85;2021-01-12
41;6;25;2021-01-06
41;5;81;2021-01-08
41;6;50;2021-01-09
41;5;90;2021-01-10
41;5;93;2021-01-12
42;5;91;2021-01-06
42;5;91;2021-01-08
42;5;22;2021-01-09
42;6;84;2021-01-10
42;5;93;2021-01-12
43;6;43;2021-01-06
43;5;65;2021-01-08
43;5;33;2021-01-09
43;6;24;2021-01-10
43;6;81;2021-01-12
44;5;30;2021-01-06
44;5;87;2021-01-08
44;6;58;2021-01-09
44;6;55;2021-01-10
44;6;22;2021-01-12
45;5;15;2021-01-06
45;5;66;2021-01-08
45;6;12;2021-01-09
45;6;35;2021-01-10
45;6;20;2021-01-12
46;5;42;2021-01-06
46;5;84;2021-01-08
46;6;50;2021-01-09
46;5;53;2021-01-10
46;6;4;2021-01-12
47;5;85;2021-01-06
47;5;67;2021-01-08
47;5;13;2021-01-09
47;6;35;2021-01-10
47;6;19;2021-01-12
48;5;10;2021-01-06
48;6;57;2021-01-08
48;5;6;2021-01-09
48;5;78;2021-01-10
48;6;77;2021-01-12
49;6;71;2021-01-06
49;5;68;2021-01-08
49;5;76;2021-01-09
49;5;49;2021-01-10
49;6;70;2021-01-12
50;5;89;2021-01-06
50;6;36;2021-01-08
50;6;70;2021-01-09
50;5;81;2021-01-10
50;6;5;2021-01-12
51;5;19;2021-01-06
51;6;66;2021-01-08
51;6;98;2021-01-09
51;6;87;2021-01-10
51;5;76;2021-01-12
52;6;67;2021-01-06
52;6;77;2021-01-08
52;6;59;2021-01-09
52;5;72;2021-01-10
52;6;46;2021-01-12
53;5;3;2021-01-06
53;5;17;2021-01-08
53;5;85;2021-01-09
53;5;59;2021-01-10
53;6;47;2021-01-12
54;5;16;2021-01-06
54;6;86;2021-01-08
54;6;24;2021-01-09
54;6;68;2021-01-10
54;5;43;2021-01-12
55;6;22;2021-01-06
55;5;71;2021-01-08
55;5;36;2021-01-09
55;5;56;2021-01-10
55;6;10;2021-01-12
56;5;28;2021-01-06
56;5;90;2021-01-08
56;5;62;2021-01-09
56;6;77;2021-01-10
56;5;90;2021-01-12
57;5;20;2021-01-06
57;6;69;2021-01-08
57;5;56;2021-01-09
57;5;99;2021-01-10
57;6;21;2021-01-12
58;5;3;2021-01-06
58;6;14;2021-01-08
58;5;80;2021-01-09
58;6;78;2021-01-10
58;5;9;2021-01-12
59;5;44;2021-01-06
59;6;92;2021-01-08
59;6;89;2021-01-09
59;5;45;2021-01-10
59;6;87;2021-01-12
60;6;19;2021-01-06
60;5;37;2021-01-08
60;5;78;2021-01-09
60;5;55;2021-01-10
60;6;48;2021-01-12
61;6;6;2021-01-06
61;5;13;2021-01-08
61;5;86;2021-01-09
61;6;75;2021-01-10
61;6;13;2021-01-12
62;6;7;2021-01-06
62;6;40;2021-01-08
62;5;43;2021-01-09
62;6;73;2021-01-10
62;6;61;2021-01-12
63;6;21;2021-01-06
63;6;3;2021-01-08
63;6;38;2021-01-09
63;6;88;2021-01-10
63;5;64;2021-01-12
64;5;11;2021-01-06
64;5;51;2021-01-08
64;5;83;2021-01-09
64;6;4;2021-01-10
64;6;20;2021-01-12
65;6;55;2021-01-06
65;5;60;2021-01-08
65;6;94;2021-01-09
65;6;88;2021-01-10
65;6;91;2021-01-12
66;6;13;2021-01-06
66;6;13;2021-01-08
66;5;26;2021-01-09
66;5;89;2021-01-10
66;5;6;2021-01-12
67;5;52;2021-01-06
67;6;80;2021-01-08
67;5;39;2021-01-09
67;5;95;2021-01-10
67;5;95;2021-01-12
68;5;40;2021-01-06
68;5;99;2021-01-08
68;6;43;2021-01-09
68;6;19;2021-01-10
68;6;24;2021-01-12
69;5;54;2021-01-06
69;6;52;2021-01-08
69;5;88;2021-01-09
69;5;78;2021-01-10
69;6;98;2021-01-12
70;5;14;2021-01-06
70;6;10;2021-01-08
70;5;11;2021-01-09
70;5;23;2021-01-10
70;6;63;2021-01-12
71;6;95;2021-01-06
71;5;67;2021-01-08
71;5;59;2021-01-09
71;5;81;2021-01-10
71;6;62;2021-01-12
72;6;71;2021-01-06
72;6;70;2021-01-08
72;5;79;2021-01-09
72;5;80;2021-01-10
72;5;68;2021-01-12
73;5;23;2021-01-06
73;6;86;2021-01-08
73;5;4;2021-01-09
73;5;33;2021-01-10
73;6;48;2021-01-12
74;5;10;2021-01-06
74;5;34;2021-01-08
74;5;25;2021-01-09
74;5;53;2021-01-10
74;5;69;2021-01-12
75;5;4;2021-01-06
75;5;16;2021-01-08
75;6;1;2021-01-09
75;5;100;2021-01-10
75;6;68;2021-01-12
76;6;66;2021-01-06
76;5;14;2021-01-08
76;5;53;2021-01-09
76;5;41;2021-01-10
76;5;50;2021-01-12
77;6;20;2021-01-06
77;5;32;2021-01-08
77;6;89;2021-01-09
77;6;4;2021-01-10
77;5;4;2021-01-12
78;6;15;2021-01-06
78;5;6;2021-01-08
78;6;15;2021-01-09
78;6;8;2021-01-10
78;6;79;2021-01-12
79;6;26;2021-01-06
79;6;22;2021-01-08
79;6;99;2021-01-09
79;5;32;2021-01-10
79;6;38;2021-01-12
80;6;63;2021-01-06
80;5;100;2021-01-08
80;6;97;2021-01-09
80;6;3;2021-01-10
80;5;96;2021-01-12
81;6;60;2021-01-06
81;6;34;2021-01-08
81;6;70;2021-01-09
81;5;44;2021-01-10
81;5;57;2021-01-12
82;6;32;2021-01-06
82;6;96;2021-01-08
82;6;74;2021-01-09
82;6;85;2021-01-10
82;6;58;2021-01-12
83;5;33;2021-01-06
83;5;92;2021-01-08
83;6;80;2021-01-09
83;6;43;2021-01-10
83;6;65;2021-01-12
84;5;82;2021-01-06
84;6;96;2021-01-08
84;5;35;2021-01-09
84;6;45;2021-01-10
84;6;84;2021-01-12
85;6;9;2021-01-06
85;6;41;2021-01-08
85;5;47;2021-01-09
85;6;82;2021-01-10
85;5;81;2021-01-12
86;6;55;2021-01-06
86;5;45;2021-01-08
86;5;85;2021-01-09
86;5;22;2021-01-10
86;6;7;2021-01-12
87;5;39;2021-01-06
87;5;28;2021-01-08
87;6;97;2021-01-09
87;6;92;2021-01-10
87;5;85;2021-01-12
88;5;4;2021-01-06
88;5;94;2021-01-08
88;5;86;2021-01-09
88;6;99;2021-01-10
88;5;38;2021-01-12
89;5;74;2021-01-06
89;5;68;2021-01-08
89;5;3;2021-01-09
89;5;46;2021-01-10
89;6;70;2021-01-12
90;6;52;2021-01-06
90;5;86;2021-01-08
90;5;31;2021-01-09
90;6;49;2021-01-10
90;5;29;2021-01-12
91;6;88;2021-01-06
91;6;72;2021-01-08
91;5;86;2021-01-09
91;6;41;2021-01-10
91;5;59;2021-01-12
92;5;96;2021-01-06
92;6;34;2021-01-08
92;6;92;2021-01-09
92;5;14;2021-01-10
92;6;80;2021-01-12
93;6;78;2021-01-06
93;6;4;2021-01-08
93;5;93;2021-01-09
93;6;15;2021-01-10
93;6;1;2021-01-12
94;6;73;2021-01-06
94;6;12;2021-01-08
94;6;14;2021-01-09
94;6;54;2021-01-10
94;5;73;2021-01-12
95;5;52;2021-01-06
95;6;82;2021-01-08
95;6;63;2021-01-09
95;5;28;2021-01-10
95;5;20;2021-01-12
96;5;20;2021-01-06
96;5;2;2021-01-08
96;6;31;2021-01-09
96;6;19;2021-01-10
96;5;64;2021-01-12
97;6;2;2021-01-06
97;5;4;2021-01-08
97;5;14;2021-01-09
97;6;23;2021-01-10
97;5;84;2021-01-12
98;5;8;2021-01-06
98;5;78;2021-01-08
98;5;60;2021-01-09
98;6;17;2021-01-10
98;6;44;2021-01-12
99;5;81;2021-01-06
99;5;20;2021-01-08
99;5;46;2021-01-09
99;5;21;2021-01-10
99;6;85;2021-01-12
100;6;33;2021-01-06
100;5;55;2021-01-08
100;6;30;2021-01-09
100;6;36;2021-01-10
100;6;31;2021-01-12
101;6;98;2021-01-06
101;6;83;2021-01-08
101;6;16;2021-01-09
101;5;35;2021-01-10
101;6;95;2021-01-12
102;6;2;2021-01-06
102;6;90;2021-01-08
102;6;12;2021-01-09
102;5;4;2021-01-10
102;6;16;2021-01-12
103;6;69;2021-01-06
103;5;34;2021-01-08
103;5;56;2021-01-09
103;5;15;2021-01-10
103;5;54;2021-01-12
104;5;57;2021-01-06
104;6;6;2021-01-08
104;5;88;2021-01-09
104;6;68;2021-01-10
104;5;12;2021-01-12
105;5;55;2021-01-06
105;5;95;2021-01-08
105;5;18;2021-01-09
105;6;8;2021-01-10
105;5;37;2021-01-12
106;5;21;2021-01-06
106;6;48;2021-01-08
106;6;86;2021-01-09
106;6;34;2021-01-10
106;5;63;2021-01-12
107;6;85;2021-01-06
107;5;96;2021-01-08
107;5;97;2021-01-09
107;6;18;2021-01-10
107;5;30;2021-01-12
108;6;18;2021-01-06
108;6;92;2021-01-08
108;6;20;2021-01-09
108;6;25;2021-01-10
108;5;52;2021-01-12
109;6;72;2021-01-06
109;6;32;2021-01-08
109;6;75;2021-01-09
109;5;16;2021-01-10
109;6;57;2021-01-12
110;6;9;2021-01-06
110;5;29;2021-01-08
110;6;32;2021-01-09
110;5;39;2021-01-10
110;6;86;2021-01-12
111;5;12;2021-01-06
111;5;40;2021-01-08
111;5;96;2021-01-09
111;6;11;2021-01-10
111;5;4;2021-01-12
112;6;22;2021-01-06
112;5;65;2021-01-08
112;5;88;2021-01-09
112;6;71;2021-01-10
112;6;47;2021-01-12
113;6;2;2021-01-06
113;5;68;2021-01-08
113;6;40;2021-01-09
113;6;61;2021-01-10
113;5;43;2021-01-12
114;6;47;2021-01-06
114;5;16;2021-01-08
114;5;78;2021-01-09
114;5;96;2021-01-10
114;5;47;2021-01-12
115;5;94;2021-01-06
115;6;50;2021-01-08
115;6;17;2021-01-09
115;5;26;2021-01-10
115;5;1;2021-01-12
116;6;47;2021-01-06
116;6;45;2021-01-08
116;6;100;2021-01-09
116;6;13;2021-01-10
116;5;31;2021-01-12
117;6;70;2021-01-06
117;6;4;2021-01-08
117;5;71;2021-01-09
117;5;14;2021-01-10
117;5;81;2021-01-12
118;6;60;2021-01-06
118;5;31;2021-01-08
118;6;83;2021-01-09
118;6;94;2021-01-10
118;5;96;2021-01-12
119;6;78;2021-01-06
119;6;92;2021-01-08
119;5;69;2021-01-09
119;5;92;2021-01-10
119;5;69;2021-01-12
120;5;85;2021-01-06
120;6;9;2021-01-08
120;5;3;2021-01-09
120;5;100;2021-01-10
120;6;82;2021-01-12
121;6;88;2021-01-06
121;5;21;2021-01-08
121;6;20;2021-01-09
121;6;87;2021-01-10
121;5;96;2021-01-12
122;5;48;2021-01-06
122;6;63;2021-01-08
122;5;75;2021-01-09
122;6;83;2021-01-10
122;6;28;2021-01-12
123;6;66;2021-01-06
123;6;22;2021-01-08
123;5;94;2021-01-09
123;6;14;2021-01-10
123;5;85;2021-01-12
124;6;59;2021-01-06
124;6;71;2021-01-08
124;5;47;2021-01-09
124;6;7;2021-01-10
124;5;42;2021-01-12
125;6;59;2021-01-06
125;5;61;2021-01-08
125;6;51;2021-01-09
125;5;75;2021-01-10
125;5;42;2021-01-12
126;5;61;2021-01-06
126;5;76;2021-01-08
126;6;45;2021-01-09
126;5;51;2021-01-10
126;6;92;2021-01-12
127;6;1;2021-01-06
127;6;7;2021-01-08
127;5;13;2021-01-09
127;5;81;2021-01-10
127;5;92;2021-01-12
128;6;88;2021-01-06
128;5;86;2021-01-08
128;6;21;2021-01-09
128;6;1;2021-01-10
128;6;50;2021-01-12
129;6;95;2021-01-06
129;5;48;2021-01-08
129;6;14;2021-01-09
129;6;22;2021-01-10
129;6;19;2021-01-12
130;5;54;2021-01-06
130;5;30;2021-01-08
130;5;86;2021-01-09
130;6;3;2021-01-10
130;5;71;2021-01-12
131;5;85;2021-01-06
131;6;95;2021-01-08
131;5;9;2021-01-09
131;6;92;2021-01-10
131;6;89;2021-01-12
132;6;89;2021-01-06
132;5;89;2021-01-08
132;6;69;2021-01-09
132;6;36;2021-01-10
132;6;68;2021-01-12
133;5;87;2021-01-06
133;6;11;2021-01-08
133;6;57;2021-01-09
133;6;96;2021-01-10
133;5;5;2021-01-12
134;5;15;2021-01-06
134;6;43;2021-01-08
134;6;48;2021-01-09
134;6;25;2021-01-10
134;6;36;2021-01-12
135;6;92;2021-01-06
135;5;74;2021-01-08
135;5;82;2021-01-09
135;6;8;2021-01-10
135;6;78;2021-01-12
136;6;76;2021-01-06
136;5;54;2021-01-08
136;6;42;2021-01-09
136;5;46;2021-01-10
136;6;3;2021-01-12
137;6;34;2021-01-06
137;6;20;2021-01-08
137;5;80;2021-01-09
137;5;74;2021-01-10
137;5;18;2021-01-12
138;5;47;2021-01-06
138;5;72;2021-01-08
138;6;93;2021-01-09
138;6;96;2021-01-10
138;5;100;2021-01-12
139;5;59;2021-01-06
139;6;42;2021-01-08
139;6;54;2021-01-09
139;6;87;2021-01-10
139;5;26;2021-01-12
140;5;5;2021-01-06
140;5;60;2021-01-08
140;6;76;2021-01-09
140;5;56;2021-01-10
140;6;52;2021-01-12
141;5;34;2021-01-06
141;6;65;2021-01-08
141;5;54;2021-01-09
141;6;31;2021-01-10
141;6;93;2021-01-12
142;5;59;2021-01-06
142;5;64;2021-01-08
142;5;5;2021-01-09
142;6;45;2021-01-10
142;6;82;2021-01-12
143;5;92;2021-01-06
143;5;48;2021-01-08
143;6;61;2021-01-09
143;6;28;2021-01-10
143;5;78;2021-01-12
144;5;31;2021-01-06
144;6;82;2021-01-08
144;6;40;2021-01-09
144;6;15;2021-01-10
144;5;92;2021-01-12
145;6;11;2021-01-06
145;5;56;2021-01-08
145;5;93;2021-01-09
145;5;72;2021-01-10
145;6;32;2021-01-12
146;5;46;2021-01-06
146;6;64;2021-01-08
146;5;40;2021-01-09
146;5;26;2021-01-10
146;6;71;2021-01-12
147;5;39;2021-01-06
147;6;96;2021-01-08
147;6;35;2021-01-09
147;5;46;2021-01-10
147;5;35;2021-01-12
148;5;3;2021-01-06
148;5;43;2021-01-08
148;6;91;2021-01-09
148;6;39;2021-01-10
148;6;67;2021-01-12
149;6;71;2021-01-06
149;5;23;2021-01-08
149;5;30;2021-01-09
149;5;9;2021-01-10
149;5;1;2021-01-12
150;6;18;2021-01-06
150;5;16;2021-01-08
150;5;69;2021-01-09
150;6;47;2021-01-10
150;5;59;2021-01-12
